Product URL,Image URL
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-cotton-shirt-dress_87050577,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87050577_70.jpg?imwidth=493&imdensity=1&ts=1730828066698
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-dress-with-metallic-buttons_87080586,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87080586_99.jpg?imwidth=493&imdensity=1&ts=1731337445836
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-dress-with-metallic-buttons_87080586?c=70,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87080586_70.jpg?imwidth=493&imdensity=1&ts=1730819105582
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/striped-short-dress_77064031?c=92,https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77064031_92.jpg?imwidth=493&imdensity=1&ts=1720115510326
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/textured-asymmetrical-dress_77068276,https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77068276_99.jpg?imwidth=493&imdensity=1&ts=1727363138286
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/wrap-dress-with-shirt-collar_87094069,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87094069_99.jpg?imwidth=493&imdensity=1&ts=1736786076077
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/zebra-back-bow-satin-dress_87084092,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87084092_30.jpg?imwidth=493&imdensity=1&ts=1736859897987
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-short-jumpsuit_87070582,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87070582_56.jpg?imwidth=493&imdensity=1&ts=1731942303235
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-short-jumpsuit_87070582?c=70,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87070582_70.jpg?imwidth=493&imdensity=1&ts=1731942303235
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/cotton-short-jumpsuit_87090576,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87090576_52.jpg?imwidth=493&imdensity=1&ts=1731060248274
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/denim-dungarees-stripes_77062919,https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77062919_08.jpg?imwidth=493&imdensity=1&ts=1742907932777
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/denim-overalls-with-embroidered-detail_87090591,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87090591_TM.jpg?imwidth=493&imdensity=1&ts=1731942303235
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/short-sleeved-tweed-jumpsuit_87070595,https://shop.mango.com/assets/rcs/pics/static/T8/fotos/S/87070595_05.jpg?imwidth=493&imdensity=1&ts=1730990074921
