URL,Reference,Description,Sizes,Inventory,Images
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/printed-shirt-dress-with-belt_87029066?c=52,87029066,Midi design. Straight design. Abstract-print. Shirt Collar. Sleeveless. Belt loops. Removable belt. Button Closure at the Front. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Available, Available, Available, Available, Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/printed-shirt-dress_77037721,77037721,Lightweight fabric. Straight design. Long design. Printed Design. Shirt Collar. Long buttoned sleeves. Two flap pockets on the front. Button Closure at the Front. Bow on the waist. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/ramie-paisley-dress_87027184,87027184,A-line design. Midi design. Paisley print. V-neck. Sleeveless. Two side pockets. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Last Few Items, Available, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/ruffled-floral-print-dress_87009070,87009070,Long design. A-line design. Floral print. V-neck. Ruffled straps. Sleeveless. Side zipper closure. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Last Few Items, Available, Available, Available, Available, Available, Not Available, Available, Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/side-slit-knit-dress_87060425,87060425,Knitted fabric. Straight design. Round neck. Short sleeve. Side slits. Side bow fastening. No closure. Long design. Turtleneck. Fine knit fabric. Long sleeves. Crochet fabric. Midi design. Perkins collar. Opening at the bottom.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Not Available, Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/stripe-print-dress-with-bow_77020364,77020364,Fluid fabric. A-line design. Long design. Striped print. V-neck. V-neckline in the back. Sleeveless. Wide straps. Available in Plus. Tie closure at the back.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Not Available, Available, Available, Available, Available, Not Available, Not Available, Not Available, Last Few Items, Last Few Items, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/stripe-print-midi-dress_87044093,87044093,Fluid fabric with satin finish. Asymmetric design. Midi design. Striped print. Perkins collar. Short sleeve. Asymmetric sleeves. Back zipper closure. Inner lining. Available in Plus.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Available, Available, Available, Available, Available, Last Few Items, Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/zebra-shirt-dress_87045748,87045748,Fluid fabric. Zebra print. Animal print. Shirt-style. Midi design. A-line design. Shirt Collar. Short sleeve. Button Closure at the Front. Adjustable waist tie. Belt loops.,"0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20","Available, Last Few Items, Available, Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items, Last Few Items, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/asymmetrical-jumpsuit-with-draped-detail_87077891,87077891,"Long design. Fitted design. Asymmetric neckline. Sleeveless. Draped waist. Side zipper closure. Available in Plus. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Available, Available, Available, Last Few Items, Not Available, Not Available, Not Available, Last Few Items, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-long-jumpsuit_77030334,77030334,Denim-style cotton fabric. Seersucker fabric. Long design. Straight design. Shirt Collar. Short sleeve. Two side pockets. Removable belt. Belt loops. Adjustable belt. Available in Plus. Front button closure. 100% cotton fabric. Shirt-style. Flared short sleeve. Front button closure.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Available, Last Few Items, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-long-jumpsuit_87074092,87074092,Long design. Straight design. Draped neckline. Perkins collar. Sleeveless. Belt loops. Belt buckle fastening. Back zipper closure. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Last Few Items, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/flowy-denim-jumpsuit-with-belt_87098642,87098642,Cotton fabric. Soft denim. Long design. Straight design. Round neck. Sleeveless. Wide straps. Belt loops. Belt buckle fastening. Two side pockets. Back zipper closure. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Available, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/jumpsuit-with-pockets-and-shirt-collar_77054042,77054042,Fluid fabric. Long design. Straight design. Shirt Collar. Sleeveless. Elastic waistband. Two patch pockets at the front. Available in Plus. Concealed front button fastening. The model is 1.76 tall and is wearing a size 36.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Not Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/linen-jumpsuit-with-polka-dots-and-belt_87077161,87077161,Linen blend fabric. Long design. Straight design. Polka-dot print. Round neck. Sleeveless. Belt buckle fastening. Back zipper closure. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Not Available, Not Available, Available, Available, Available, Last Few Items, Available, Last Few Items, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/linen-shirt-jumpsuit-with-belt_87087163?c=43,87087163,100% linen fabric. Long design. Shirt-style V-neck collar. Sleeveless. Removable leather braided belt. Front closure.,"XXS, XS, S, M, L, XL, XXL","Last Few Items, Available, Available, Available, Not Available, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/long-asymmetrical-draped-jumpsuit_87086351,87086351,"Long design. Straight design. Asymmetric neckline. Gathered detail on sleeves. Draped waist. Side zipper closure. Inner lining. Party and ceremony collection. Available in Plus. This garment is part of our event collection, designed to make you the perfect guest at any party, wedding, or ceremony.","XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Last Few Items, Not Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/long-cropped-jumpsuit-with-belt_87047184?c=52,87047184,Straight design. Boot cropped design. V-neck. Short sleeve. Belt loops. Removable belt. Two side pockets. Front pleat detail. Back zipper closure. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Last Few Items, Available, Available, Available, Available, Available, Available, Available, Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/long-culotte-jumpsuit-with-draped-neck_87037195,87037195,Cotton blend fabric. Long design. Culotte design. Straight design. Draped neckline. Sleeveless. Wide straps. Back zipper closure. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Last Few Items, Available, Available, Available, Available, Available, Last Few Items, Last Few Items, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/long-jumpsuit-with-belt-and-buckle_87055754,87055754,Long design. Straight design. V-neck. Short sleeve. Belt loops. Belt buckle fastening. Back zipper closure. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Last Few Items, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/pinstripe-jumpsuit-with-belt_87034069,87034069,Fluid fabric. Straight design. Long design. V-neck. Sleeveless. Button Closure at the Front. Adjustable belt.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Available, Last Few Items, Available, Last Few Items, Not Available, Not Available, Last Few Items, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/printed-strapless-jumpsuit_87067173,87067173,Straight design. Long design. Turn-down neckline. Strapless. Sleeveless. Abstract-print. Back zipper closure. Elastic ruched panel at back. Available in Plus. Straps for greater support from size 1XL.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Last Few Items, Last Few Items, Not Available, Available, Not Available, Last Few Items, Not Available, Not Available, Not Available, Not Available",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/shirt-jumpsuit-with-bow_77060354,77060354,Fluid fabric. Long design. Straight design. Striped print. Shirt Collar. Short sleeve. Adjustable loop closure. Available in Plus. Festival Season. Front button closure.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Not Available, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Not Available, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/straight-fit-jumpsuit-with-belt_87075744,87075744,Straight design. Long design. Shirt Collar. Sleeveless. Nightgown-style belt. Two side pockets. Front closure with hidden buttons and placket. Available in Plus.,"XXS, XS, S, M, L, XL, XXL, 1XL, 2XL, 3XL, 4XL","Last Few Items, Last Few Items, Available, Available, Not Available, Not Available, Not Available, Not Available, Not Available, Last Few Items, Last Few Items",
https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/straight-fit-short-sleeved-jumpsuit-with-belt_87077907?c=05,87077907,Long design. Straight design. Round neck. Short sleeve. Belt loops. Belt buckle fastening. Button closure at the back. Available in Plus.,"XS, S, M, L, XL","Available, Available, Available, Available, Available",
